Area Name,Area Type,SOC Title,Standard Occupational Classification (SOC),SOC Major Group,SOC Classification,2022 Estimated Employment,2032 Projected Employment,Change,Percent Change,Annualized Percent Growth (Grow Rate),Exits,Transfers,Openings,Mean Annual,Entry Annual,25th Percentile Anual,Median Annual,75th Percentile Annual,Experienced Annual,Typical Education Required for Entry,Typical Work Experience Required in Related Occupation,Typical On-the-Job Training Required to Achieve Competency
Green River LWA,LWA Level,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",499021,49,,283,306,23,8.1272,0.7844,92,152,267,56238,36022,47396,58344,68848,72639,Postsecondary nondegree award,None,Long-term on-the-job training
Green River LWA,LWA Level,Industrial Machinery Mechanics,499041,49,,917,1038,121,13.1952,1.2471,347,405,873,63919,45131,54831,65583,70892,80428,High school diploma or equivalent,None,Long-term on-the-job training
Green River LWA,LWA Level,"Maintenance Workers, Machinery",499043,49,,267,276,9,3.3708,0.3321,131,120,260,56938,39380,50276,58611,65263,67331,High school diploma or equivalent,None,Long-term on-the-job training
Green River LWA,LWA Level,Millwrights,499044,49,,46,46,0,0,0,15,21,36,63459,56012,59280,61952,64426,67480,High school diploma or equivalent,None,Apprenticeship
Green River LWA,LWA Level,Electrical Power-Line Installers and Repairers,499051,49,,114,118,4,3.5088,0.3455,32,56,92,77122,49318,64553,83426,86347,95026,High school diploma or equivalent,None,Long-term on-the-job training
Green River LWA,LWA Level,Medical Equipment Repairers,499062,49,,17,16,-1,-5.8824,-0.6044,6,9,14,58558,34412,44814,50895,74885,88962,Associate degree,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Maintenance and Repair Workers, General",499071,49,,1041,1081,40,3.8425,0.3778,467,484,991,48953,29273,36284,47262,61038,68184,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Helpers--Installation, Maintenance, and Repair Workers",499098,49,,60,62,2,3.3333,0.3284,37,30,69,34717,26491,28778,34192,36400,45865,High school diploma or equivalent,None,Short-term on-the-job training
Green River LWA,LWA Level,Production Occupations,510000,51,1st Degree,11702,11408,-294,-2.5124,-0.2541,4895,7362,11963,48057,30544,36201,44246,58146,66471,,,
Green River LWA,LWA Level,First-Line Supervisors of Production and Operating Workers,511011,51,,1065,1076,11,1.0329,0.1028,386,604,1001,72435,46457,58519,68487,85487,102354,High school diploma or equivalent,Less than 5 years,None
Green River LWA,LWA Level,Miscellaneous Assemblers and Fabricators,512090,51,,1878,1844,-34,-1.8104,-0.1825,790,1176,1932,42899,30547,35128,38552,53183,56303,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Butchers and Meat Cutters,513021,51,,74,74,0,0,0,37,51,88,31702,21626,27009,33392,36275,38412,No formal educational credential,None,Long-term on-the-job training
Green River LWA,LWA Level,"Meat, Poultry, and Fish Cutters and Trimmers",513022,51,,283,283,0,0,0,140,193,333,37535,33714,36360,36360,40757,43717,No formal educational credential,None,Short-term on-the-job training
Green River LWA,LWA Level,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",513091,51,,129,110,-19,-14.7287,-1.5807,61,97,139,55021,42639,59015,59204,59204,59204,No formal educational credential,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Food Batchmakers,513092,51,,84,88,4,4.7619,0.4663,55,72,131,41614,33571,35989,39341,48046,52031,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Food Cooking Machine Operators and Tenders,513093,51,,35,34,-1,-2.8571,-0.2895,16,33,48,45919,39562,46952,47322,49046,49046,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Food Processing Workers, All Other",513099,51,,44,45,1,2.2727,0.225,19,26,46,36655,34886,34886,34886,39147,39147,No formal educational credential,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",514021,51,,154,150,-4,-2.5974,-0.2628,59,96,151,49217,29661,39223,52239,58117,60120,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",514031,51,,465,425,-40,-8.6022,-0.8954,155,276,391,39412,27452,31139,38256,46014,54696,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",514033,51,,26,23,-3,-11.5385,-1.2185,10,16,23,44555,29120,29928,37754,62482,67705,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",514035,51,,77,68,-9,-11.6883,-1.2353,49,42,82,57719,42855,54599,61843,63210,63210,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Machinists,514041,51,,343,345,2,0.5831,0.0582,137,196,335,55560,36822,46737,60577,65984,65984,High school diploma or equivalent,None,Long-term on-the-job training
Green River LWA,LWA Level,Metal-Refining Furnace Operators and Tenders,514051,51,,126,123,-3,-2.381,-0.2407,38,84,119,56441,41231,57942,58880,61933,61933,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",514072,51,,388,370,-18,-4.6392,-0.4739,120,215,317,44845,28691,29858,43216,58819,61130,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",514081,51,,57,59,2,3.5088,0.3455,23,33,58,37303,28791,28791,36922,45299,47105,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Tool and Die Makers,514111,51,,84,78,-6,-7.1429,-0.7383,41,42,77,56849,43156,49400,58769,61380,68133,Postsecondary nondegree award,None,Long-term on-the-job training
Green River LWA,LWA Level,"Welders, Cutters, Solderers, and Brazers",514121,51,,636,665,29,4.5597,0.4469,197,431,657,45974,29050,39879,43415,52109,62129,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Printing Press Operators,515112,51,,63,62,-1,-1.5873,-0.1599,28,38,65,37606,23630,27909,35691,46001,54655,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Laundry and Dry-Cleaning Workers,516011,51,,118,114,-4,-3.3898,-0.3443,88,68,152,28041,22445,22898,27779,30295,34437,No formal educational credential,None,Short-term on-the-job training
Green River LWA,LWA Level,Sewing Machine Operators,516031,51,,154,156,2,1.2987,0.1291,101,73,176,25771,21842,21842,26828,29076,29584,No formal educational credential,None,Short-term on-the-job training
Green River LWA,LWA Level,Water and Wastewater Treatment Plant and System Operators,518031,51,,186,171,-15,-8.0645,-0.8373,74,92,151,50870,36206,41009,48315,58722,67423,High school diploma or equivalent,None,Long-term on-the-job training
Green River LWA,LWA Level,Gas Plant Operators,518092,51,,57,51,-6,-10.5263,-1.1061,14,35,43,74693,36519,49123,83046,100484,100487,High school diploma or equivalent,None,Long-term on-the-job training
Green River LWA,LWA Level,Chemical Equipment Operators and Tenders,519011,51,,166,156,-10,-6.0241,-0.6194,51,98,139,57651,39646,47095,60060,62662,75195,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",519012,51,,337,342,5,1.4837,0.1474,107,208,320,,,,,,,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",519021,51,,52,50,-2,-3.8462,-0.3914,18,33,49,41019,34363,34610,41044,46538,48537,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Mixing and Blending Machine Setters, Operators, and Tenders",519023,51,,88,86,-2,-2.2727,-0.2296,31,57,86,48701,39491,43903,46730,49340,64387,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Cutting and Slicing Machine Setters, Operators, and Tenders",519032,51,,49,43,-6,-12.2449,-1.2977,22,28,44,39405,34422,37644,40080,40454,42364,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Inspectors, Testers, Sorters, Samplers, and Weighers",519061,51,,620,606,-14,-2.2581,-0.2281,257,442,685,44975,30752,36862,43566,52952,63449,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Packaging and Filling Machine Operators and Tenders,519111,51,,785,797,12,1.5287,0.1518,377,466,855,47572,34786,40034,51303,56249,56249,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",519124,51,,77,78,1,1.2987,0.1291,23,46,70,48144,31849,36817,46394,51510,66825,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Computer Numerically Controlled Tool Operators,519161,51,,90,81,-9,-10,-1.0481,27,50,68,50053,36635,44538,45983,56320,64283,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Computer Numerically Controlled Tool Programmers,519162,51,,33,35,2,6.0606,0.5901,11,20,33,63704,46988,48706,57200,68640,108647,Postsecondary nondegree award,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Helpers--Production Workers,519198,51,,561,510,-51,-9.0909,-0.9486,361,474,784,38921,35874,35874,36377,39445,52534,High school diploma or equivalent,None,Short-term on-the-job training
Green River LWA,LWA Level,"Production Workers, All Other",519199,51,,458,465,7,1.5284,0.1518,192,303,502,41306,27933,30704,36867,48754,62062,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Transportation and Material Moving Occupations,530000,53,1st Degree,9240,9644,404,4.3723,0.4289,4912,7021,12337,41606,27114,31658,37601,47960,61872,,,
Green River LWA,LWA Level,"First-Line Supervisors of Transportation and Material-Moving Workers, Except Aircraft Cargo Handling Supervisors",531047,53,,354,370,16,4.5198,0.443,123,237,376,65580,37590,45147,56676,73174,98886,High school diploma or equivalent,Less than 5 years,None
Green River LWA,LWA Level,Driver/Sales Workers,533031,53,,424,471,47,11.0849,1.0568,203,262,512,32591,18361,21285,25632,44179,53832,High school diploma or equivalent,None,Short-term on-the-job training
Green River LWA,LWA Level,Heavy and Tractor-Trailer Truck Drivers,533032,53,,1318,1341,23,1.7451,0.1732,602,779,1404,50579,36081,43115,48123,58754,64801,Postsecondary nondegree award,None,Short-term on-the-job training
Green River LWA,LWA Level,Light Truck Drivers,533033,53,,693,759,66,9.5238,0.9139,329,425,820,44617,26878,33084,39946,51503,74420,High school diploma or equivalent,None,Short-term on-the-job training
Green River LWA,LWA Level,"Bus Drivers, School",533051,53,,350,356,6,1.7143,0.1701,373,162,541,37315,34505,34745,38656,38712,39098,High school diploma or equivalent,None,Short-term on-the-job training
Green River LWA,LWA Level,"Bus Drivers, Transit and Intercity",533052,53,,62,65,3,4.8387,0.4736,51,30,84,37512,29867,37400,37400,38808,44900,High school diploma or equivalent,None,Moderate-term on-the-job training
Green River LWA,LWA Level,Shuttle Drivers and Chauffeurs,533053,53,,100,109,9,9,0.8655,89,53,151,28728,22284,23191,27569,35334,35979,No formal educational credential,None,Short-term on-the-job training
Green River LWA,LWA Level,Crane and Tower Operators,537021,53,,62,64,2,3.2258,0.318,21,37,60,62317,56142,56648,62096,62096,84131,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Green River LWA,LWA Level,Industrial Truck and Tractor Operators,537051,53,,608,623,15,2.4671,0.244,197,393,605,45473,34383,36946,42220,54067,66643,No formal educational credential,None,Short-term on-the-job training
Green River LWA,LWA Level,Cleaners of Vehicles and Equipment,537061,53,,352,361,9,2.5568,0.2528,193,275,477,35166,22810,27195,36352,39262,44358,No formal educational credential,None,Short-term on-the-job training
Green River LWA,LWA Level,"Laborers and Freight, Stock, and Material Movers, Hand",537062,53,,2164,2202,38,1.756,0.1742,1042,1774,2854,40071,27814,33384,36151,45201,60135,No formal educational credential,None,Short-term on-the-job training
Green River LWA,LWA Level,Machine Feeders and Offbearers,537063,53,,72,72,0,0,0,57,55,112,44880,34966,35598,41951,49499,63299,No formal educational credential,None,Short-term on-the-job training
Green River LWA,LWA Level,"Packers and Packagers, Hand",537064,53,,321,332,11,3.4268,0.3375,196,270,477,35344,30263,34211,35285,36022,42200,No formal educational credential,None,Short-term on-the-job training
Green River LWA,LWA Level,Stockers and Order Fillers,537065,53,,1930,2085,155,8.0311,0.7755,1249,1965,3369,33521,24154,29427,30829,35004,47456,High school diploma or equivalent,None,Short-term on-the-job training
Green River LWA,LWA Level,Refuse and Recyclable Material Collectors,537081,53,,118,114,-4,-3.3898,-0.3443,53,89,138,38310,28309,30770,40571,47338,49205,No formal educational credential,None,Short-term on-the-job training
Kentuckiana Works LWA,LWA Level,Total All occupations,000000,00,All,576283,609708,33425,5.8001,0.5654,277987,361913,673325,59135,27990,35458,46931,65327,98366,,,
Kentuckiana Works LWA,LWA Level,Management Occupations,110000,11,1st Degree,38815,42121,3306,8.5173,0.8207,11008,19173,33487,115975,47871,68004,101338,138659,198734,,,
Kentuckiana Works LWA,LWA Level,Chief Executives,111011,11,,1149,1059,-90,-7.8329,-0.8124,341,383,634,251275,101917,135039,213494,,,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,General and Operations Managers,111021,11,,14318,15277,959,6.6979,0.6504,3685,7948,12592,106015,40313,59036,86693,131126,195619,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Advertising and Promotions Managers,112011,11,,110,110,0,0,0,23,73,96,78618,52629,65323,76254,81600,93230,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Marketing Managers,112021,11,,1137,1223,86,7.5638,0.7318,280,639,1005,131613,73724,94110,127020,162555,203684,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Sales Managers,112022,11,,3144,3309,165,5.2481,0.5128,785,1550,2500,127071,59528,81658,113564,156575,209308,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Public Relations Managers,112032,11,,130,136,6,4.6154,0.4522,30,59,95,113737,69253,80551,103496,157300,171956,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Fundraising Managers,112033,11,,55,57,2,3.6364,0.3578,13,25,40,111729,64141,70222,91355,135950,185423,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Administrative Services Managers,113012,11,,995,1064,69,6.9347,0.6727,361,425,855,112743,55028,73903,102272,132894,174259,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Facilities Managers,113013,11,,404,433,29,7.1782,0.6956,134,180,343,89171,45629,57522,82902,113978,134544,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Computer and Information Systems Managers,113021,11,,1016,1165,149,14.6654,1.3779,212,484,845,143472,79858,102459,129527,166907,213919,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Financial Managers,113031,11,,2217,2586,369,16.6441,1.5515,618,980,1967,140199,73976,98875,129910,166193,219623,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Industrial Production Managers,113051,11,,1092,1154,62,5.6777,0.5538,272,480,814,117723,65229,85579,107985,140192,170790,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Purchasing Managers,113061,11,,214,230,16,7.4766,0.7236,64,97,177,123871,80917,95025,112772,148997,173511,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,"Transportation, Storage, and Distribution Managers",113071,11,,1024,1196,172,16.7969,1.5648,313,556,1041,97201,57414,71387,89352,114211,140514,High school diploma or equivalent,5 years or more,None
Kentuckiana Works LWA,LWA Level,Compensation and Benefits Managers,113111,11,,55,56,1,1.8182,0.1803,13,21,35,145004,73372,75565,106120,146664,,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Human Resources Managers,113121,11,,742,782,40,5.3908,0.5264,217,346,603,122198,71473,87987,113477,132165,171182,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Training and Development Managers,113131,11,,151,168,17,11.2583,1.0726,39,83,139,97218,59869,82826,97878,125086,127163,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Construction Managers,119021,11,,624,669,45,7.2115,0.6988,162,293,500,113304,65502,80854,105098,136843,172260,Bachelor's degree,None,Moderate-term on-the-job training
Kentuckiana Works LWA,LWA Level,"Education and Childcare Administrators, Preschool and Daycare",119031,11,,138,135,-3,-2.1739,-0.2195,37,52,86,46332,30593,36525,42507,57741,66023,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,"Education Administrators, Kindergarten through Secondary",119032,11,,909,958,49,5.3905,0.5264,255,358,662,108810,76233,97147,110208,129906,129906,Master's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,"Education Administrators, Postsecondary",119033,11,,356,385,29,8.1461,0.7862,101,142,272,135697,49819,66546,103666,172323,217472,Master's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,"Education Administrators, All Other",119039,11,,62,64,2,3.2258,0.318,17,24,43,73619,36848,46963,72166,98366,113307,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Architectural and Engineering Managers,119041,11,,432,472,40,9.2593,0.8895,89,193,322,141352,96859,119985,134659,162116,200644,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Food Service Managers,119051,11,,534,581,47,8.8015,0.8471,204,410,661,66484,42800,47607,62865,76409,95093,High school diploma or equivalent,Less than 5 years,Short-term on-the-job training
Kentuckiana Works LWA,LWA Level,"Entertainment and Recreation Managers, Except Gambling",119072,11,,98,104,6,6.1224,0.596,41,65,112,66958,35817,44236,68193,76799,100783,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Medical and Health Services Managers,119111,11,,2775,3609,834,30.0541,2.6626,889,1320,3043,121597,60982,79250,105260,132108,204943,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Natural Sciences Managers,119121,11,,54,57,3,5.5556,0.5421,13,25,41,127514,63899,96455,118975,160368,184851,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Postmasters and Mail Superintendents,119131,11,,20,19,-1,-5,-0.5116,6,8,13,99120,83158,86840,94994,109990,125424,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Kentuckiana Works LWA,LWA Level,"Property, Real Estate, and Community Association Managers",119141,11,,1433,1473,40,2.7913,0.2757,611,494,1145,59885,33737,46071,60167,74984,83804,High school diploma or equivalent,Less than 5 years,Short-term on-the-job training
Kentuckiana Works LWA,LWA Level,Social and Community Service Managers,119151,11,,356,381,25,7.0225,0.681,119,165,309,70815,43618,51948,65573,80476,104900,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Funeral Home Managers,119171,11,,246,256,10,4.065,0.3993,77,105,192,60697,32355,37799,56763,75895,93051,Associate degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,"Personal Service Managers, All Other",119179,11,,108,111,3,2.7778,0.2744,33,46,82,50863,37964,39966,43296,55877,71166,High school diploma or equivalent,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,"Managers, All Other",119199,11,,2409,2555,146,6.0606,0.5901,758,1037,1941,129613,63191,87396,127848,163791,192683,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Business and Financial Operations Occupations,130000,13,1st Degree,31368,33326,1958,6.242,0.6073,9773,15306,27037,76268,41940,52758,67830,89814,112140,,,
Kentuckiana Works LWA,LWA Level,Buyers and Purchasing Agents,131020,13,,1344,1286,-58,-4.3155,-0.4402,487,696,1125,69548,42627,51493,64259,80877,104872,Bachelor's degree,None,Moderate-term on-the-job training
Kentuckiana Works LWA,LWA Level,"Claims Adjusters, Examiners, and Investigators",131031,13,,1924,1845,-79,-4.106,-0.4184,481,777,1179,68190,38581,48597,66010,82477,99834,High school diploma or equivalent,None,Long-term on-the-job training
Kentuckiana Works LWA,LWA Level,Compliance Officers,131041,13,,1814,1934,120,6.6152,0.6426,647,774,1541,76523,39833,53339,76091,100990,108626,Bachelor's degree,None,Moderate-term on-the-job training
Kentuckiana Works LWA,LWA Level,Cost Estimators,131051,13,,558,546,-12,-2.1505,-0.2172,178,273,439,74024,41402,53538,69521,87680,113313,Bachelor's degree,None,Moderate-term on-the-job training
Kentuckiana Works LWA,LWA Level,Human Resources Specialists,131071,13,,2750,2945,195,7.0909,0.6874,851,1477,2523,69092,41991,49496,63309,81184,99660,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Labor Relations Specialists,131075,13,,737,728,-9,-1.2212,-0.1228,219,380,590,53591,15786,20280,61558,69425,73408,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Logisticians,131081,13,,696,866,170,24.4253,2.2094,211,406,787,72406,44834,51838,63915,85357,108034,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Project Management Specialists,131082,13,,2784,2990,206,7.3994,0.7164,661,1329,2196,90479,51166,64367,83970,107935,132006,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Management Analysts,131111,13,,1479,1618,139,9.3982,0.9023,533,713,1385,88570,59510,62699,78312,102983,129717,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,"Meeting, Convention, and Event Planners",131121,13,,383,412,29,7.5718,0.7326,162,249,440,48072,31200,31200,44737,54962,75081,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Fundraisers,131131,13,,553,574,21,3.7975,0.3734,168,242,431,55087,33222,40485,50832,65071,84937,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,"Compensation, Benefits, and Job Analysis Specialists",131141,13,,526,609,83,15.7795,1.476,167,224,474,65235,39053,48419,60734,72499,101248,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Training and Development Specialists,131151,13,,1571,1697,126,8.0204,0.7745,496,858,1480,62814,39280,52286,55029,75427,91757,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Market Research Analysts and Marketing Specialists,131161,13,,2295,2613,318,13.8562,1.3061,769,1428,2515,69004,38480,49117,65323,80201,99181,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,"Business Operations Specialists, All Other",131199,13,,2451,2630,179,7.3031,0.7074,845,1318,2342,80280,45097,59010,74235,94753,124553,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Accountants and Auditors,132011,13,,4795,5068,273,5.6934,0.5553,1522,2233,4028,79316,49204,60607,73678,93376,118048,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Property Appraisers and Assessors,132020,13,,110,115,5,4.5455,0.4455,55,37,97,56486,36020,43767,46500,62699,95051,Bachelor's degree,None,Long-term on-the-job training
Kentuckiana Works LWA,LWA Level,Budget Analysts,132031,13,,117,125,8,6.8376,0.6636,35,43,86,83615,55448,66644,82955,95696,116223,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Credit Analysts,132041,13,,344,325,-19,-5.5233,-0.5666,76,154,211,80824,33224,52519,75212,95487,127574,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Financial and Investment Analysts,132051,13,,607,663,56,9.2257,0.8864,137,260,453,68973,47849,48371,58404,76892,105169,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Personal Financial Advisors,132052,13,,1197,1352,155,12.949,1.2251,344,440,939,130390,38559,62089,78766,150101,,Bachelor's degree,None,Long-term on-the-job training
Kentuckiana Works LWA,LWA Level,Insurance Underwriters,132053,13,,271,260,-11,-4.059,-0.4135,80,103,172,76914,52228,62228,78098,96557,97524,Bachelor's degree,None,Moderate-term on-the-job training
Kentuckiana Works LWA,LWA Level,Financial Risk Specialists,132054,13,,149,156,7,4.698,0.4602,35,63,105,89252,52046,65699,81076,105537,135926,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Financial Examiners,132061,13,,190,219,29,15.2632,1.4306,65,79,173,85855,47894,59329,72904,100942,145368,Bachelor's degree,None,Long-term on-the-job training
Kentuckiana Works LWA,LWA Level,Credit Counselors,132071,13,,101,107,6,5.9406,0.5788,28,42,76,54211,37576,45226,48876,61468,81972,Bachelor's degree,None,Moderate-term on-the-job training
Kentuckiana Works LWA,LWA Level,Loan Officers,132072,13,,1024,1031,7,0.6836,0.0681,272,418,697,76611,28714,47941,68870,89058,119558,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
Kentuckiana Works LWA,LWA Level,"Tax Examiners and Collectors, and Revenue Agents",132081,13,,72,72,0,0,0,26,27,53,67502,34174,46765,58795,85571,121472,Bachelor's degree,None,Moderate-term on-the-job training
Kentuckiana Works LWA,LWA Level,Tax Preparers,132082,13,,279,289,10,3.5842,0.3528,158,157,325,55516,27722,28802,45729,68743,97582,High school diploma or equivalent,None,Moderate-term on-the-job training
Kentuckiana Works LWA,LWA Level,"Financial Specialists, All Other",132099,13,,115,122,7,6.087,0.5926,27,49,83,73145,44065,52192,65677,89814,110000,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Computer and Mathematical Occupations,150000,15,1st Degree,16573,18935,2362,14.2521,1.3413,3966,6516,12844,89397,46483,60556,84265,111697,140234,,,
Kentuckiana Works LWA,LWA Level,Computer Systems Analysts,151211,15,,1457,1613,156,10.7069,1.0224,384,510,1050,90029,41635,62239,84757,110751,132818,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Information Security Analysts,151212,15,,428,556,128,29.9065,2.651,107,181,416,99907,55347,75818,97090,123030,149516,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Computer and Information Research Scientists,151221,15,,76,96,20,26.3158,2.3637,21,32,73,101964,91914,97256,97256,112366,123213,Master's degree,None,None
Kentuckiana Works LWA,LWA Level,Computer Network Support Specialists,151231,15,,1025,1123,98,9.561,0.9173,264,441,803,72384,47115,52328,63535,84117,116039,Associate degree,None,Moderate-term on-the-job training
Kentuckiana Works LWA,LWA Level,Computer User Support Specialists,151232,15,,2398,2549,151,6.2969,0.6125,607,1015,1773,57072,38914,45799,54995,62512,78424,"Some college, no degree",None,Moderate-term on-the-job training
Kentuckiana Works LWA,LWA Level,Computer Network Architects,151241,15,,384,402,18,4.6875,0.4591,72,134,224,114726,66254,77355,110091,145194,166333,Bachelor's degree,5 years or more,None
Kentuckiana Works LWA,LWA Level,Database Administrators,151242,15,,337,360,23,6.8249,0.6624,88,112,223,93384,48949,66637,89277,119970,135025,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Database Architects,151243,15,,342,368,26,7.6023,0.7354,90,114,230,114282,55443,75399,110521,147067,173511,Bachelor's degree,Less than 5 years,None
Kentuckiana Works LWA,LWA Level,Network and Computer Systems Administrators,151244,15,,1300,1354,54,4.1538,0.4078,271,462,787,92179,57653,74019,92165,105386,134784,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Computer Programmers,151251,15,,755,686,-69,-9.1391,-0.9538,178,256,365,93894,61094,72292,88906,115935,132040,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Software Developers,151252,15,,3511,4358,847,24.1242,2.1846,675,1407,2929,111198,73630,86246,105788,132649,155531,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Software Quality Assurance Analysts and Testers,151253,15,,613,732,119,19.4127,1.79,169,240,528,78738,34660,51464,80907,97844,120505,Bachelor's degree,None,None
Kentuckiana Works LWA,LWA Level,Web Developers,151254,15,,267,309,42,15.7303,1.4716,57,120,219,83702,51151,58599,82641,103939,121689,Bachelor's degree,None,None
